Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Stole Dimitrievski,MKD,GK,Rayo Vallecano,30.0,1993,35.0,0.03,0.03,0.03,0.00,0.00,0.03,0.03,100.0,0.00,0.00,0.00,0.00,0.00,0.03,0.49,0.09
Djené,TOG,DF,Getafe,32.0,1991,26.3,1.18,0.65,0.65,0.46,0.08,0.49,0.87,56.5,0.38,1.14,0.53,0.61,0.84,2.02,2.47,0.00
Marko Dmitrović,SRB,GK,Sevilla,32.0,1992,13.0,0.08,0.08,0.08,0.00,0.00,0.08,0.15,50.0,0.08,0.00,0.00,0.00,0.08,0.15,0.38,0.00
Jaume Doménech,ESP,GK,Valencia,33.0,1990,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Carlos Dominguez,ESP,DF,Celta Vigo,23.0,2001,15.8,1.90,1.14,1.01,0.57,0.32,1.27,1.96,64.5,0.70,1.33,0.63,0.70,1.33,3.23,4.43,0.00
Mario Dominguez,ESP,FW,Valencia,20.0,2004,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Carlos Dotor,ESP,MF,Celta Vigo,23.0,2001,7.7,1.82,0.91,0.39,1.04,0.39,0.52,1.69,30.8,1.17,1.56,0.26,1.30,0.52,2.34,0.39,0.00
Anastasios Douvikas,GRE,FW,Celta Vigo,24.0,1999,8.9,1.46,0.79,0.22,0.67,0.56,0.34,0.90,37.5,0.56,0.45,0.22,0.22,0.22,1.69,0.90,0.00
Artem Dovbyk,UKR,FW,Girona,26.0,1997,25.9,0.15,0.12,0.08,0.04,0.04,0.00,0.08,0.0,0.08,0.31,0.04,0.27,0.00,0.15,0.62,0.00
Domingos Duarte,POR,DF,Getafe,29.0,1995,10.1,0.69,0.40,0.59,0.00,0.10,0.50,0.69,71.4,0.20,0.69,0.50,0.20,0.79,1.49,2.67,0.00
Rubén Duarte,ESP,DF,Alavés,28.0,1995,17.9,1.79,1.06,0.89,0.78,0.11,0.84,1.28,65.2,0.45,1.01,0.28,0.73,1.12,2.91,3.13,0.00
Hugo Duro,ESP,FW,Valencia,24.0,1999,32.4,0.46,0.22,0.15,0.22,0.09,0.28,0.80,34.6,0.52,0.71,0.15,0.56,0.15,0.62,0.83,0.00
Aritz Elustondo,ESP,DF,Real Sociedad,30.0,1994,7.0,0.86,0.57,0.14,0.57,0.14,0.71,1.57,45.5,0.86,1.43,1.14,0.29,0.86,1.71,2.57,0.00
Adri Embarba,ESP,FW,Almería,32.0,1992,25.5,2.04,1.41,1.06,0.55,0.43,0.90,1.84,48.9,0.94,1.29,0.04,1.25,0.59,2.63,0.39,0.00
Youssef En-Nesyri,MAR,FW,Sevilla,26.0,1997,25.6,0.35,0.27,0.08,0.16,0.12,0.00,0.39,0.0,0.39,0.31,0.04,0.27,0.27,0.63,1.02,0.04
Gonzalo Escalante,ARG,MF,Cádiz,31.0,1993,16.2,2.16,1.30,0.99,0.68,0.49,1.17,2.84,41.3,1.67,1.23,0.31,0.93,1.30,3.46,1.91,0.12
Aarón Escandell,ESP,GK,Las Palmas,28.0,1995,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.59
Alfonso Espino,URU,DF,Rayo Vallecano,32.0,1992,25.9,2.47,1.70,1.54,0.85,0.08,1.12,2.97,37.7,1.85,0.97,0.12,0.85,1.47,3.94,2.32,0.00
Bernardo Espinosa,COL,DF,Girona,34.0,1989,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
Karl Etta,CMR,FW,Cádiz,20.0,2004,0.2,5.00,5.00,0.00,5.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00
Abdessamad Ezzalzouli,MAR,FW,Barcelona,22.0,2001,0.8,1.25,1.25,0.00,0.00,1.25,0.00,1.25,0.0,1.25,1.25,0.00,1.25,0.00,1.25,0.00,0.00
Abdessamad Ezzalzouli,MAR,FW,Betis,22.0,2001,8.1,1.73,1.48,0.49,0.62,0.62,0.49,1.48,33.3,0.99,1.23,0.00,1.23,0.62,2.35,0.49,0.00
Radamel Falcao,COL,FW,Rayo Vallecano,38.0,1986,3.6,1.39,1.11,0.00,1.39,0.00,0.00,0.28,0.0,0.28,0.56,0.00,0.56,0.56,1.94,1.11,0.00
Fali,ESP,DF,Cádiz,30.0,1993,25.3,1.46,0.91,1.03,0.40,0.04,0.75,1.30,57.6,0.55,1.38,0.87,0.51,1.03,2.49,4.27,0.00
Ansu Fati,ESP,MF,Barcelona,21.0,2002,0.6,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.0,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nabil Fekir,FRA,MF,Betis,30.0,1993,10.1,1.49,0.99,0.50,0.69,0.30,0.50,0.99,50.0,0.50,0.89,0.00,0.89,0.69,2.18,0.30,0.00
Luiz Felipe,ITA,DF,Betis,27.0,1997,4.0,1.75,0.75,1.25,0.50,0.00,1.00,1.25,80.0,0.25,2.50,1.00,1.50,1.00,2.75,4.00,0.00
João Félix,POR,FW,Barcelona,24.0,1999,16.2,1.30,0.93,0.56,0.37,0.37,0.49,1.36,36.4,0.86,0.80,0.06,0.74,0.56,1.85,0.62,0.00
Kiko Femenía,ESP,DF,Villarreal,33.0,1991,15.6,2.05,1.47,1.09,0.77,0.19,1.15,2.05,56.3,0.90,1.28,0.38,0.90,1.73,3.78,2.44,0.00
Aitor Fernández,ESP,GK,Osasuna,33.0,1991,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.0,0.24,0.00,0.00,0.00,0.00,0.00,0.49,0.24
Álex Fernández,ESP,MF,Cádiz,31.0,1992,13.6,1.40,0.66,0.74,0.66,0.00,0.81,1.62,50.0,0.81,1.25,0.37,0.88,1.10,2.50,2.21,0.00
Carlos Fernández,ESP,FW,Real Sociedad,27.0,1996,4.5,2.44,1.56,0.67,1.33,0.44,0.00,0.44,0.0,0.44,0.89,0.00,0.89,0.00,2.44,1.11,0.00
Raúl Fernández,ESP,GK,Granada,36.0,1988,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.0,0.32,0.00,0.00,0.00,0.00,0.00,0.32,0.65
Valery Fernández,ESP,MF,Girona,24.0,1999,5.3,1.70,1.32,0.75,0.94,0.00,0.75,1.13,66.7,0.38,1.13,0.19,0.94,0.19,1.89,0.75,0.00
Fernando,ESP,GK,Almería,33.0,1990,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.50,0.00,0.50,0.00,0.00,0.50,0.00
Fernando,BRA,MF,Sevilla,36.0,1987,5.1,1.76,1.57,0.39,0.78,0.59,0.98,1.76,55.6,0.78,0.39,0.00,0.39,1.37,3.14,1.76,0.00
André Ferreira,POR,GK,Granada,27.0,1996,14.9,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.0,0.07,0.00,0.00,0.00,0.00,0.00,0.60,0.13
Rachad Fettal,MAR,FW,Almería,19.0,2005,0.2,5.00,5.00,5.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00
Pablo Fornals,ESP,FW,Betis,28.0,1996,11.4,1.58,1.05,0.44,0.70,0.44,0.88,1.32,66.7,0.44,1.14,0.00,1.14,1.75,3.33,0.88,0.18
Héctor Fort,ESP,DF,Barcelona,17.0,2006,2.7,1.85,1.48,1.48,0.37,0.00,1.11,2.59,42.9,1.48,0.00,0.00,0.00,0.74,2.59,1.48,0.00
Dimitri Foulquier,FRA,DF,Valencia,31.0,1993,18.0,1.83,1.06,1.11,0.56,0.17,0.89,1.22,72.7,0.33,0.44,0.00,0.44,0.67,2.50,2.61,0.06
Juan Foyth,ARG,DF,Villarreal,26.0,1998,11.8,2.20,1.27,1.53,0.68,0.00,1.02,2.29,44.4,1.27,1.44,0.34,1.10,1.02,3.22,3.73,0.00
Jorge de Frutos,ESP,FW,Rayo Vallecano,27.0,1997,15.4,0.78,0.39,0.13,0.32,0.32,0.13,0.97,13.3,0.84,0.58,0.00,0.58,0.39,1.17,0.97,0.00
Matteo Gabbia,ITA,DF,Villarreal,24.0,1999,5.3,1.89,1.13,0.75,1.13,0.00,0.94,1.51,62.5,0.57,0.94,0.38,0.57,1.51,3.40,6.79,0.19
Javi Galán,ESP,DF,Atlético Madrid,29.0,1994,1.0,5.00,4.00,2.00,2.00,1.00,4.00,5.00,80.0,1.00,1.00,0.00,1.00,1.00,6.00,3.00,0.00
Javi Galán,ESP,DF,Real Sociedad,29.0,1994,10.9,3.12,1.83,1.19,1.56,0.37,1.19,2.48,48.1,1.28,2.02,0.09,1.93,1.10,4.22,1.28,0.09
Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,30.0,1993,21.2,2.26,1.42,0.71,1.18,0.38,1.13,2.17,52.2,1.04,0.71,0.19,0.52,0.57,2.83,0.75,0.00
Aleix García,ESP,MF,Girona,26.0,1997,32.5,1.32,0.77,0.43,0.74,0.15,0.74,1.42,52.2,0.68,1.29,0.49,0.80,1.05,2.37,1.57,0.09
Álvaro García,ESP,FW,Rayo Vallecano,31.0,1992,24.7,1.26,0.93,0.53,0.36,0.36,0.28,1.26,22.6,0.97,1.17,0.00,1.17,1.34,2.59,1.26,0.00
Dani García,ESP,MF,Athletic Club,33.0,1990,6.5,2.00,1.08,0.46,0.77,0.77,1.54,3.08,50.0,1.54,1.08,0.15,0.92,1.23,3.23,1.38,0.00
David García,ESP,DF,Osasuna,30.0,1994,25.9,1.12,0.69,0.73,0.35,0.04,0.62,1.00,61.5,0.39,1.54,0.73,0.81,0.69,1.81,4.44,0.08
Eric García,ESP,DF,Barcelona,23.0,2001,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.67,1.67,0.00,0.00,0.00,0.00,0.00
Eric García,ESP,DF,Girona,23.0,2001,26.6,1.95,1.35,1.24,0.60,0.11,1.17,1.65,70.5,0.49,1.24,0.68,0.56,1.05,3.01,2.71,0.08
Fran Garcia,ESP,DF,Real Madrid,24.0,1999,14.5,1.52,1.03,0.55,0.83,0.14,0.83,1.86,44.4,1.03,1.03,0.14,0.90,1.17,2.69,1.86,0.07
Francisco Jesús Crespo García,ESP,FW,Las Palmas,27.0,1996,5.6,2.14,1.43,0.54,1.07,0.54,1.07,3.21,33.3,2.14,0.71,0.00,0.71,0.36,2.50,0.89,0.00
Gonzalo García,ESP,FW,Real Madrid,20.0,2004,0.2,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.0,5.00,5.00,5.00,0.00,0.00,0.00,5.00,0.00
Jastin García,ESP,FW,Girona,20.0,2004,0.2,5.00,0.00,0.00,0.00,5.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00
Raúl García,ESP,FW,Athletic Club,37.0,1986,2.9,2.07,1.72,0.34,0.69,1.03,1.03,2.07,50.0,1.03,2.76,0.34,2.41,1.03,3.10,2.76,0.00
Rubén García,ESP,FW,Osasuna,30.0,1993,16.0,1.94,1.13,0.50,1.00,0.44,0.75,2.00,37.5,1.25,1.44,0.19,1.25,0.75,2.69,1.25,0.00
Santiago García,,FW,Getafe,22.0,2001,0.3,3.33,0.00,0.00,0.00,3.33,3.33,3.33,100.0,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00
Unai García,ESP,DF,Osasuna,32.0,1992,6.1,1.80,1.31,1.31,0.33,0.16,0.82,1.48,55.6,0.66,0.98,0.16,0.82,1.15,2.95,2.95,0.00
Federico Gattoni,ARG,DF,Sevilla,25.0,1999,0.1,10.0,0.00,10.0,0.00,0.00,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,10.0,10.0,0.00
Gavi,ESP,MF,Barcelona,19.0,2004,10.5,3.71,2.00,1.90,1.33,0.48,1.71,3.43,50.0,1.71,1.81,0.29,1.52,0.76,4.48,1.52,0.10
Paulo Gazzaniga,ARG,GK,Girona,32.0,1992,35.0,0.06,0.06,0.06,0.00,0.00,0.06,0.11,50.0,0.06,0.00,0.00,0.00,0.00,0.06,0.34,0.03
David Gil,ESP,GK,Cádiz,30.0,1994,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.00
Maxi Gómez,URU,FW,Cádiz,27.0,1996,12.8,0.47,0.31,0.16,0.23,0.08,0.23,0.39,60.0,0.16,0.55,0.23,0.31,0.16,0.63,0.23,0.00
Moi Gómez,ESP,MF,Osasuna,29.0,1994,21.7,1.38,0.88,0.32,0.88,0.18,0.41,1.11,37.5,0.69,0.69,0.05,0.65,0.46,1.84,1.01,0.00
Unai Gómez,ESP,MF,Athletic Club,20.0,2003,8.2,1.34,1.10,0.12,0.73,0.49,0.49,0.98,50.0,0.49,1.34,0.24,1.10,0.12,1.46,1.10,0.00
Édgar González,ESP,DF,Almería,27.0,1997,26.5,1.55,0.75,0.72,0.72,0.11,0.79,1.62,48.8,0.83,1.66,0.91,0.75,1.36,2.91,4.79,0.11
Fabio González,ESP,MF,Las Palmas,27.0,1997,0.5,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.0,2.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00
Giovanni González,URU,DF,Mallorca,29.0,1994,25.4,2.80,1.73,1.42,1.22,0.16,1.54,3.03,50.6,1.50,0.79,0.12,0.67,1.14,3.94,2.20,0.08
Hugo González,ESP,MF,Valencia,21.0,2003,0.6,3.33,1.67,0.00,3.33,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00
Iñaki González,ESP,MF,Las Palmas,19.0,2004,0.1,10.0,0.00,10.0,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,10.0,10.0,0.00
Peter González,DOM,MF,Valencia,21.0,2002,5.7,0.88,0.53,0.53,0.18,0.18,0.18,1.58,11.1,1.40,1.75,0.00,1.75,1.23,2.11,1.58,0.00
Urko González,ESP,MF,Real Sociedad,23.0,2001,1.7,2.35,0.59,0.00,1.76,0.59,1.18,1.18,100.0,0.00,0.59,0.00,0.59,0.00,2.35,3.53,0.00
Andoni Gorosabel,ESP,DF,Alavés,27.0,1996,31.0,1.90,1.26,1.23,0.52,0.16,1.19,2.32,51.4,1.13,0.77,0.26,0.52,0.90,2.81,2.23,0.00
Pablo Gozalbez,ESP,MF,Valencia,23.0,2001,1.1,0.91,0.00,0.00,0.00,0.91,0.91,5.45,16.7,4.55,0.00,0.00,0.00,0.91,1.82,1.82,0.00
Mason Greenwood,ENG,MF,Getafe,22.0,2001,26.6,0.34,0.15,0.11,0.15,0.08,0.11,0.71,15.8,0.60,0.30,0.00,0.30,0.15,0.49,0.15,0.00
Dominik Greif,SVK,GK,Mallorca,27.0,1997,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Antoine Griezmann,FRA,FW,Atlético Madrid,33.0,1991,26.4,1.10,0.61,0.42,0.49,0.19,0.42,1.25,33.3,0.83,1.02,0.08,0.95,0.38,1.48,0.76,0.04
Vicente Guaita,ESP,GK,Celta Vigo,37.0,1987,25.7,0.04,0.04,0.04,0.00,0.00,0.04,0.08,50.0,0.04,0.00,0.00,0.00,0.00,0.04,0.31,0.00
Andrés Guardado,MEX,MF,Betis,37.0,1986,5.0,3.40,2.40,1.00,1.80,0.60,1.40,2.80,50.0,1.40,0.80,0.40,0.40,1.20,4.60,1.00,0.00
Sergi Guardiola,ESP,FW,Cádiz,32.0,1991,4.8,1.67,1.25,0.42,0.83,0.42,0.83,1.46,57.1,0.63,2.08,0.00,2.08,0.00,1.67,0.83,0.00
Nemanja Gudelj,SRB,DF,Sevilla,32.0,1991,19.2,1.61,1.25,0.94,0.52,0.16,0.89,1.61,54.8,0.73,0.89,0.47,0.42,1.41,3.02,2.92,0.00
Gonçalo Guedes,POR,FW,Villarreal,27.0,1996,8.5,0.35,0.24,0.00,0.24,0.12,0.12,0.35,33.3,0.24,0.71,0.00,0.71,0.24,0.59,0.24,0.00
Javier Guerra,ESP,MF,Valencia,21.0,2003,25.9,1.97,0.89,0.93,0.77,0.27,0.81,2.05,39.6,1.24,0.97,0.23,0.73,0.66,2.63,1.70,0.00
Ander Guevara,ESP,MF,Alavés,26.0,1997,30.6,1.76,0.95,0.88,0.72,0.16,0.95,1.96,48.3,1.01,1.05,0.39,0.65,0.39,2.16,1.47,0.03
Hugo Guillamón,ESP,MF,Valencia,24.0,2000,12.9,1.86,1.16,0.54,1.09,0.23,0.85,1.32,64.7,0.47,0.62,0.23,0.39,0.85,2.71,1.86,0.16
Marc Guiu,ESP,FW,Barcelona,18.0,2006,0.8,1.25,0.00,0.00,1.25,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00
Arda Güler,TUR,FW,Real Madrid,19.0,2005,2.9,1.72,1.38,0.34,1.03,0.34,1.72,2.41,71.4,0.69,0.00,0.00,0.00,0.69,2.41,1.38,0.00
Gerard Gumbau,ESP,MF,Granada,29.0,1994,26.7,1.76,1.09,0.64,1.01,0.11,0.64,1.87,34.0,1.24,0.79,0.15,0.64,0.82,2.58,1.01,0.04
İlkay Gündoğan,GER,MF,Barcelona,33.0,1990,31.3,0.93,0.67,0.35,0.51,0.06,0.29,1.05,27.3,0.77,0.58,0.10,0.48,0.64,1.57,0.51,0.03
Jon Guridi,ESP,MF,Alavés,29.0,1995,27.5,1.31,0.80,0.29,0.84,0.18,0.36,1.53,23.8,1.16,0.84,0.11,0.73,0.65,1.96,0.69,0.00
Gorka Guruzeta,ESP,FW,Athletic Club,27.0,1996,24.6,1.38,0.93,0.24,1.02,0.12,0.37,1.22,30.0,0.85,1.46,0.08,1.38,0.69,2.07,0.93,0.00
Miguel Gutiérrez,ESP,DF,Girona,22.0,2001,32.2,0.87,0.53,0.34,0.40,0.12,0.37,1.06,35.3,0.68,0.81,0.34,0.47,0.68,1.55,1.99,0.06
Munir El Haddadi,MAR,FW,Las Palmas,28.0,1995,25.8,1.43,0.93,0.62,0.62,0.19,0.66,1.43,45.9,0.78,0.93,0.04,0.89,0.43,1.86,0.58,0.00
Ianis Hagi,ROU,MF,Alavés,25.0,1998,7.1,1.69,1.27,0.28,1.27,0.14,0.42,1.41,30.0,0.99,0.99,0.00,0.99,0.28,1.97,0.56,0.00
Luiz Henrique,BRA,FW,Betis,23.0,2001,6.8,2.21,1.62,0.59,1.47,0.15,1.32,2.06,64.3,0.74,1.62,0.00,1.62,0.74,2.94,1.18,0.00
Mario Hermoso,ESP,DF,Atlético Madrid,28.0,1995,26.2,1.64,0.88,0.99,0.50,0.15,0.95,1.76,54.3,0.80,0.95,0.31,0.65,1.15,2.79,3.24,0.00
Javi Hernández,ESP,DF,Cádiz,26.0,1998,24.9,1.61,0.88,0.92,0.48,0.20,0.88,1.53,57.9,0.64,1.16,0.32,0.84,0.56,2.17,2.57,0.00
Aridane Hernández,ESP,DF,Rayo Vallecano,35.0,1989,17.8,0.56,0.45,0.28,0.22,0.06,0.22,0.56,40.0,0.34,1.01,0.73,0.28,0.73,1.29,5.39,0.06
Luis Hernández,ESP,DF,Cádiz,35.0,1989,8.0,0.88,0.38,0.50,0.38,0.00,0.50,1.00,50.0,0.50,0.38,0.25,0.13,1.00,1.88,3.13,0.00
Yarek Hernandis,ESP,DF,Valencia,19.0,2005,6.2,,1.61,,,,,,,,,,,2.10,,,
Jorge Herrando,ESP,DF,Osasuna,23.0,2001,15.3,1.50,0.92,1.24,0.26,0.00,0.72,1.18,61.1,0.46,1.05,0.59,0.46,0.92,2.42,3.66,0.07
Ander Herrera,ESP,MF,Athletic Club,34.0,1989,11.3,3.89,2.83,0.97,2.30,0.62,1.77,3.10,57.1,1.33,1.42,0.53,0.88,1.33,5.22,1.59,0.09
Cristian Herrera,ESP,FW,Las Palmas,33.0,1991,1.7,0.59,0.59,0.00,0.59,0.00,0.59,1.18,50.0,0.59,0.59,0.00,0.59,0.00,0.59,1.18,0.00
Sergio Herrera,ESP,GK,Osasuna,30.0,1993,30.9,0.06,0.06,0.06,0.00,0.00,0.06,0.10,66.7,0.03,0.00,0.00,0.00,0.00,0.06,0.68,0.10
Yangel Herrera,VEN,MF,Girona,26.0,1998,21.2,2.69,1.46,1.18,1.27,0.24,1.27,2.45,51.9,1.18,1.18,0.33,0.85,1.04,3.73,2.03,0.00
Juan Herzog,ESP,DF,Las Palmas,21.0,2003,3.2,1.88,1.56,1.56,0.31,0.00,0.94,1.88,50.0,0.94,1.25,0.31,0.94,0.63,2.50,5.31,0.00
Martin Hongla,CMR,MF,Granada,26.0,1998,5.4,0.93,0.37,0.37,0.56,0.00,0.37,1.11,33.3,0.74,0.93,0.56,0.37,1.11,2.04,2.22,0.19
Xabier Huarte Armendáriz,ESP,MF,Osasuna,23.0,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pablo Ibáñez,ESP,MF,Osasuna,25.0,1998,11.1,1.62,0.81,0.45,0.63,0.54,0.45,1.71,26.3,1.26,2.07,0.27,1.80,0.81,2.43,1.17,0.00
Iglesias,ESP,DF,Getafe,25.0,1998,15.7,2.61,1.40,1.59,0.70,0.32,1.34,2.10,63.6,0.76,1.15,0.45,0.70,1.02,3.63,3.38,0.00
Borja Iglesias,ESP,FW,Betis,31.0,1993,4.5,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.0,0.67,0.00,0.00,0.00,0.44,0.44,0.44,0.00
Imanol,ESP,DF,Athletic Club,23.0,2000,4.5,1.11,0.89,0.00,0.89,0.22,0.67,2.89,23.1,2.22,1.33,0.00,1.33,1.33,2.44,2.44,0.00
Isco,ESP,MF,Betis,32.0,1992,25.4,1.61,1.06,0.59,0.83,0.20,0.55,1.50,36.8,0.94,0.75,0.04,0.71,0.39,2.01,0.28,0.00
Diego Iturralde,ESP,DF,Sevilla,21.0,2003,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.50,2.50,0.00,0.00,0.00,5.00,0.00
Adnan Januzaj,BEL,FW,Sevilla,29.0,1995,2.1,1.43,1.43,0.95,0.00,0.48,0.00,0.48,0.0,0.48,0.95,0.00,0.95,0.48,1.90,0.00,0.00
Mikel Jauregizar,ESP,MF,Athletic Club,20.0,2003,0.9,,0.00,,,,,,,,,,,0.00,,,
Luis Javier Suárez,COL,FW,Almería,26.0,1997,8.3,0.72,0.60,0.24,0.48,0.00,0.12,0.60,20.0,0.48,1.20,0.00,1.20,0.00,0.72,1.20,0.00
Salim El Jebari,MAR,MF,Atlético Madrid,20.0,2004,0.1,10.0,0.00,0.00,10.0,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,10.0,10.0,0.00
Frenkie de Jong,NED,MF,Barcelona,27.0,1997,18.2,2.36,1.43,0.77,1.26,0.33,0.44,1.04,42.1,0.60,0.99,0.44,0.55,0.77,3.13,1.54,0.05
Joan Jordán,ESP,MF,Sevilla,29.0,1994,4.2,1.90,1.67,0.71,0.71,0.48,1.67,3.57,46.7,1.90,0.95,0.48,0.48,0.95,2.86,0.48,0.00
Jordi,ESP,MF,Getafe,23.0,2001,5.6,2.86,1.96,0.54,1.96,0.36,1.25,2.32,53.8,1.07,0.89,0.36,0.54,1.25,4.11,1.25,0.00
Jeremy Jorge,ESP,FW,Getafe,21.0,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Willian José,BRA,FW,Betis,32.0,1991,20.4,0.34,0.15,0.05,0.10,0.20,0.10,0.25,40.0,0.15,0.39,0.10,0.29,0.10,0.44,0.69,0.00
Joselu,ESP,FW,Real Madrid,34.0,1990,17.7,0.34,0.17,0.06,0.23,0.06,0.00,0.34,0.0,0.34,0.56,0.00,0.56,0.34,0.68,0.56,0.00
Kamil Jóźwiak,POL,MF,Granada,26.0,1998,6.3,2.06,1.59,0.63,0.95,0.48,1.43,2.70,52.9,1.27,0.63,0.00,0.63,0.32,2.38,0.95,0.00
Juanmi,ESP,FW,Cádiz,30.0,1993,8.7,1.03,0.46,0.23,0.80,0.00,0.23,0.92,25.0,0.69,0.69,0.00,0.69,0.69,1.72,0.23,0.00
Juanpe,ESP,DF,Girona,33.0,1991,8.0,1.13,0.88,1.00,0.13,0.00,0.88,1.00,87.5,0.13,2.13,1.38,0.75,0.88,2.00,6.13,0.13
Vinicius Júnior,BRA,FW,Real Madrid,23.0,2000,18.7,0.96,0.70,0.27,0.27,0.43,0.16,0.64,25.0,0.48,0.64,0.00,0.64,0.05,1.02,0.16,0.11
Filip Jørgensen,DEN,GK,Villarreal,22.0,2002,34.0,0.09,0.03,0.09,0.00,0.00,0.09,0.12,75.0,0.03,0.00,0.00,0.00,0.06,0.15,0.29,0.09
Sory Kaba,GUI,FW,Las Palmas,28.0,1995,8.0,0.25,0.00,0.00,0.25,0.00,0.00,0.63,0.0,0.63,0.75,0.00,0.75,0.00,0.25,1.13,0.00
Kaiky,BRA,DF,Almería,20.0,2004,5.8,1.21,0.69,1.03,0.00,0.17,0.52,1.03,50.0,0.52,1.55,1.21,0.34,0.52,1.72,5.00,0.17
Jon Karrikaburu,ESP,MF,Alavés,21.0,2002,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ibrahima Kebe,MLI,MF,Girona,23.0,2000,0.1,10.0,10.0,0.00,10.0,0.00,0.00,0.00,,0.00,10.0,0.00,10.0,10.0,20.0,0.00,0.00
Kiké,ESP,FW,Alavés,34.0,1989,15.4,0.52,0.26,0.13,0.19,0.19,0.26,0.58,44.4,0.32,1.04,0.32,0.71,0.06,0.58,0.78,0.00
Koke,ESP,MF,Atlético Madrid,32.0,1992,24.9,2.41,1.65,1.00,1.16,0.24,1.37,2.97,45.9,1.61,1.33,0.36,0.96,0.60,3.01,1.08,0.04
Ibrahima Koné,MLI,FW,Almería,24.0,1999,2.9,0.34,0.00,0.34,0.00,0.00,0.34,0.34,100.0,0.00,0.34,0.00,0.34,0.00,0.34,1.38,0.00
Rominigue Kouamé,MLI,MF,Cádiz,27.0,1996,9.1,1.54,0.99,0.66,0.77,0.11,0.77,1.65,46.7,0.88,1.10,0.22,0.88,1.43,2.97,1.10,0.11
Jules Koundé,FRA,DF,Barcelona,25.0,1998,29.2,1.20,0.72,0.75,0.27,0.17,0.92,1.64,56.3,0.72,1.06,0.41,0.65,0.86,2.05,2.74,0.14
Toni Kroos,GER,MF,Real Madrid,34.0,1990,21.9,2.33,1.51,0.87,1.10,0.37,1.10,2.47,44.4,1.37,0.96,0.18,0.78,0.59,2.92,0.46,0.05
Takefusa Kubo,JPN,FW,Real Sociedad,22.0,2001,21.9,1.00,0.73,0.59,0.23,0.18,0.32,0.96,33.3,0.64,0.91,0.09,0.82,0.50,1.51,0.32,0.05
Luca de la Torre,USA,MF,Celta Vigo,25.0,1998,21.2,1.84,0.99,0.57,1.04,0.24,1.04,2.03,51.2,0.99,0.99,0.14,0.85,0.57,2.41,0.80,0.00
Érik Lamela,ARG,FW,Sevilla,32.0,1992,5.1,4.12,2.75,0.78,1.96,1.37,1.96,2.94,66.7,0.98,2.35,0.00,2.35,0.20,4.31,0.98,0.00
Bruno Langa,MOZ,DF,Almería,26.0,1997,6.1,1.48,0.98,0.82,0.49,0.16,0.66,1.64,40.0,0.98,1.31,0.49,0.82,0.49,1.97,3.77,0.16
